txn_id,customer_id,txn_date,amount,status,source_file
TXN000059,CUST0069,2026-06-21,840.59,PAID,feed_A
TXN000060,CUST0074,2026-06-20,929.17,REFUNDED,feed_A
TXN000061,CUST0005,2026-06-21,417.66,REFUNDED,feed_A
TXN000062,CUST0003,2026-06-22,333.6,PENDING,feed_A
TXN000063,CUST0057,2026-06-23,308.43,REFUNDED,feed_A
TXN000064,CUST0067,2026-06-20,560.29,FAILED,feed_A
TXN000065,CUST0077,2026-06-23,358.79,PENDING,feed_A
TXN000066,CUST0003,2026-06-23,874.47,REFUNDED,feed_A
TXN000067,CUST0073,2026-06-21,217.52,REFUNDED,feed_A
TXN000068,CUST0049,2026-06-21,202.25,REFUNDED,feed_A
TXN000069,CUST0015,2026-06-21,622.9,REFUNDED,feed_A
TXN000070,CUST0052,2026-06-20,885.07,PENDING,feed_A
TXN000071,CUST0036,2026-06-21,704.06,FAILED,feed_A
TXN000072,CUST0068,2026-06-22,227.43,PENDING,feed_A
TXN000073,CUST0045,2026-06-21,582.14,FAILED,feed_A
TXN000074,CUST0012,2026-06-20,845.19,FAILED,feed_A
TXN000075,CUST0056,2026-06-20,579.03,FAILED,feed_A
TXN000076,CUST0059,2026-06-21,10.99,PAID,feed_A
TXN000077,CUST0015,2026-06-23,762.86,PAID,feed_A
TXN000078,CUST0078,2026-06-23,892.5,REFUNDED,feed_A
TXN000079,CUST0006,2026-06-22,333.59,REFUNDED,feed_A
TXN000080,CUST0013,2026-06-22,382.35,PAID,feed_A
TXN000081,CUST0064,2026-06-23,241.66,REFUNDED,feed_A
TXN000082,CUST0078,2026-06-20,864.62,FAILED,feed_A
TXN000083,CUST0050,2026-06-21,193.96,FAILED,feed_A
TXN000084,CUST0067,2026-06-21,892.4,FAILED,feed_A
TXN000085,CUST0063,2026-06-20,309.39,PAID,feed_A
TXN000086,CUST0069,2026-06-20,720.23,PENDING,feed_A
TXN000087,CUST0010,2026-06-23,812.69,PAID,feed_A
TXN000088,CUST0002,2026-06-23,647.46,PAID,feed_A
TXN000089,CUST0032,2026-06-21,403.82,FAILED,feed_A
TXN000090,CUST0001,2026-06-20,54.24,REFUNDED,feed_A
TXN000091,CUST0078,2026-06-21,765.1,REFUNDED,feed_A
TXN000092,CUST0062,2026-06-20,720.72,PAID,feed_A
TXN000093,CUST0076,2026-06-22,838.47,FAILED,feed_A
TXN000094,CUST0064,2026-06-21,394.25,PAID,feed_A
TXN000095,CUST0002,2026-06-22,559.92,REFUNDED,feed_A
TXN000096,CUST0079,2026-06-22,475.93,PENDING,feed_A
TXN000097,CUST0017,2026-06-20,673.42,REFUNDED,feed_A
TXN000098,CUST0066,2026-06-21,779.53,PAID,feed_A
TXN000099,CUST0034,2026-06-21,388.85,PENDING,feed_A
TXN000100,CUST0038,2026-06-22,858.56,PENDING,feed_A
TXN000101,CUST0066,2026-06-20,185.88,FAILED,feed_A
TXN000102,CUST0035,2026-06-23,723.87,PAID,feed_A
TXN000103,CUST0002,2026-06-20,555.8,PAID,feed_A
TXN000104,CUST0065,2026-06-21,708.06,PAID,feed_A
TXN000105,CUST0079,2026-06-22,430.2,FAILED,feed_A
TXN000106,CUST0060,2026-06-20,944.99,PENDING,feed_A
TXN000107,CUST0054,2026-06-21,518.08,FAILED,feed_A
TXN000108,CUST0028,2026-06-21,764.6,REFUNDED,feed_A
TXN000109,CUST0068,2026-06-22,157.06,FAILED,feed_A
TXN000110,CUST0057,2026-06-21,337.31,PAID,feed_A
TXN000111,CUST0057,2026-06-20,167.47,PAID,feed_A
TXN000112,CUST0056,2026-06-20,769.83,PENDING,feed_A
TXN000113,CUST0029,2026-06-20,797.78,PENDING,feed_A
TXN000114,CUST0049,2026-06-22,181.83,PENDING,feed_A
TXN000115,CUST0047,2026-06-22,460.55,REFUNDED,feed_A
TXN000116,CUST0047,2026-06-23,856.29,PAID,feed_A
TXN000117,CUST0046,2026-06-23,837.73,FAILED,feed_A
TXN000118,CUST0053,2026-06-20,155.91,PENDING,feed_A
TXN000119,CUST0070,2026-06-21,835.65,PENDING,feed_A
TXN000120,CUST0033,2026-06-21,432.95,REFUNDED,feed_A
TXN000121,CUST0080,2026-06-21,638.51,REFUNDED,feed_A
TXN000122,CUST0066,2026-06-22,319.07,REFUNDED,feed_A
TXN000123,CUST0012,2026-06-23,95.72,PENDING,feed_A
TXN000124,CUST0046,2026-06-23,823.14,PAID,feed_A
TXN000125,CUST0064,2026-06-23,451.64,REFUNDED,feed_A
TXN000126,CUST0076,2026-06-21,426.15,FAILED,feed_A
TXN000127,CUST0003,2026-06-23,533.66,FAILED,feed_A
TXN000128,CUST0073,2026-06-23,509.95,REFUNDED,feed_A
TXN000129,CUST0034,2026-06-21,640.89,FAILED,feed_A
TXN000130,CUST0004,2026-06-22,85.15,REFUNDED,feed_A
TXN000131,CUST0029,2026-06-23,896.81,PENDING,feed_A
TXN000132,CUST0069,2026-06-21,896.46,PENDING,feed_A
TXN000133,CUST0062,2026-06-21,940.69,REFUNDED,feed_A
TXN000134,CUST0037,2026-06-20,421.6,FAILED,feed_A
TXN000135,CUST0001,2026-06-23,722.46,FAILED,feed_A
TXN000136,CUST0039,2026-06-22,829.15,REFUNDED,feed_A
TXN000137,CUST0079,2026-06-23,358.05,REFUNDED,feed_A
TXN000138,CUST0023,2026-06-21,303.79,PAID,feed_A
TXN000139,CUST0044,2026-06-22,714.05,PENDING,feed_A
TXN000140,CUST0012,2026-06-22,209.53,PAID,feed_A
TXN000141,CUST0050,2026-06-21,662.26,PENDING,feed_A
TXN000142,CUST0014,2026-06-23,282.25,FAILED,feed_A
TXN000143,CUST0065,2026-06-23,901.47,REFUNDED,feed_A
TXN000144,CUST0025,2026-06-20,268.53,REFUNDED,feed_A
TXN000145,CUST0052,2026-06-21,22.55,PAID,feed_A
TXN000146,CUST0020,2026-06-22,933.66,PAID,feed_A
TXN000147,CUST0061,2026-06-22,466.27,PAID,feed_A
TXN000148,CUST0026,2026-06-20,290.79,REFUNDED,feed_A
TXN000149,CUST0025,2026-06-21,381.51,FAILED,feed_A
TXN000150,CUST0067,2026-06-23,771.05,REFUNDED,feed_A
TXN000151,CUST0076,2026-06-20,941.18,PENDING,feed_A
TXN000152,CUST0021,2026-06-21,530.57,PENDING,feed_A
TXN000153,CUST0024,2026-06-22,667.96,PAID,feed_A
TXN000154,CUST0048,2026-06-23,644.62,FAILED,feed_A
TXN000155,CUST0078,2026-06-21,45.99,PAID,feed_A
TXN000156,CUST0007,2026-06-20,495.4,PAID,feed_A
TXN000157,CUST0060,2026-06-21,656.36,PAID,feed_A
TXN000158,CUST0012,2026-06-21,877.36,PENDING,feed_A
TXN000159,CUST0043,2026-06-22,637.89,PENDING,feed_A
TXN000160,CUST0060,2026-06-22,207.38,PENDING,feed_A
TXN000161,CUST0044,2026-06-22,740.2,FAILED,feed_A
TXN000162,CUST0052,2026-06-23,879.95,PENDING,feed_A
TXN000163,CUST0024,2026-06-22,27.84,REFUNDED,feed_A
TXN000164,CUST0027,2026-06-21,912.29,FAILED,feed_A
TXN000165,CUST0056,2026-06-20,365.36,REFUNDED,feed_A
TXN000166,CUST0023,2026-06-22,277.46,FAILED,feed_A
TXN000167,CUST0028,2026-06-22,636.06,REFUNDED,feed_A
TXN000168,CUST0004,2026-06-22,231.3,PENDING,feed_A
TXN000169,CUST0013,2026-06-21,695.01,FAILED,feed_A
TXN000170,CUST0035,2026-06-21,42.05,REFUNDED,feed_A
TXN000171,CUST0079,2026-06-21,369.82,FAILED,feed_A
TXN000172,CUST0080,2026-06-22,698.33,PENDING,feed_A
TXN000173,CUST0040,2026-06-23,133.47,PENDING,feed_A
TXN000174,CUST0020,2026-06-20,866.67,REFUNDED,feed_A
TXN000175,CUST0044,2026-06-20,416.59,REFUNDED,feed_A
TXN000176,CUST0025,2026-06-22,215.79,FAILED,feed_A
TXN000177,CUST0056,2026-06-23,606.47,REFUNDED,feed_A
TXN000178,CUST0073,2026-06-22,238.13,PAID,feed_A
TXN000179,CUST0051,2026-06-22,274.05,PENDING,feed_A
TXN000180,CUST0054,2026-06-22,592.23,REFUNDED,feed_A
TXN000181,CUST0074,2026-06-23,737.25,PENDING,feed_A
TXN000182,CUST0052,2026-06-22,222.54,PAID,feed_A
TXN000183,CUST0019,2026-06-22,806.98,PAID,feed_A
TXN000184,CUST0069,2026-06-20,32.06,FAILED,feed_A
TXN000185,CUST0069,2026-06-23,411.15,FAILED,feed_A
TXN000186,CUST0008,2026-06-20,889.43,FAILED,feed_A
TXN000187,CUST0015,2026-06-23,603.22,PAID,feed_A
TXN000188,CUST0034,2026-06-21,455.7,PENDING,feed_A
TXN000189,CUST0021,2026-06-20,433.57,PAID,feed_A
TXN000190,CUST0063,2026-06-21,767.23,FAILED,feed_A
TXN000191,CUST0069,2026-06-20,524.43,PAID,feed_A
TXN000192,CUST0052,2026-06-22,163.45,PAID,feed_A
TXN000193,CUST0060,2026-06-22,611.45,REFUNDED,feed_A
TXN000194,CUST0062,2026-06-22,790.67,FAILED,feed_A
TXN000195,CUST0059,2026-06-23,931.84,REFUNDED,feed_A
TXN000196,CUST0021,2026-06-21,465.51,PENDING,feed_A
TXN000197,CUST0028,2026-06-22,187.69,PAID,feed_A
TXN000198,CUST0008,2026-06-22,404.99,REFUNDED,feed_A
TXN000199,CUST0065,2026-06-21,324.29,FAILED,feed_A
TXN000200,CUST0032,2026-06-21,308.14,PAID,feed_A
TXN000201,CUST0005,2026-06-22,12.33,PAID,feed_A
TXN000202,CUST0028,2026-06-22,257.81,PENDING,feed_A
TXN000203,CUST0069,2026-06-20,391.43,REFUNDED,feed_A
TXN000204,CUST0071,2026-06-21,926.92,PAID,feed_A
TXN000205,CUST0001,2026-06-20,102.62,FAILED,feed_A
TXN000206,CUST0012,2026-06-22,932.83,FAILED,feed_A
TXN000207,CUST0040,2026-06-22,606.66,PAID,feed_A
TXN000208,CUST0066,2026-06-20,96.75,PENDING,feed_A
TXN000209,CUST0063,2026-06-20,73.91,PAID,feed_A
TXN000210,CUST0079,2026-06-20,392.44,FAILED,feed_A
TXN000211,CUST0010,2026-06-20,459.7,PENDING,feed_A
TXN000212,CUST0017,2026-06-23,130.9,FAILED,feed_A
TXN000213,CUST0003,2026-06-23,634.63,REFUNDED,feed_A
TXN000214,CUST0045,2026-06-22,54.56,PAID,feed_A
TXN000215,CUST0017,2026-06-21,52.29,PENDING,feed_A
TXN000216,CUST0003,2026-06-20,27.56,PAID,feed_A
TXN000217,CUST0015,2026-06-22,168.78,FAILED,feed_A
TXN000218,CUST0061,2026-06-22,397.16,PENDING,feed_A
TXN000219,CUST0050,2026-06-22,349.3,REFUNDED,feed_A
TXN000220,CUST0006,2026-06-20,826.3,PENDING,feed_A
TXN000221,CUST0053,2026-06-21,701.07,REFUNDED,feed_A
TXN000222,CUST0056,2026-06-20,649.85,FAILED,feed_A
TXN000223,CUST0010,2026-06-20,84.86,REFUNDED,feed_A
TXN000224,CUST0080,2026-06-21,627.22,PENDING,feed_A
TXN000225,CUST0080,2026-06-20,284.39,FAILED,feed_A
TXN000226,CUST0039,2026-06-20,849.88,PENDING,feed_A
TXN000227,CUST0058,2026-06-20,949.28,PENDING,feed_A
TXN000228,CUST0034,2026-06-22,631.66,PENDING,feed_A
TXN000229,CUST0026,2026-06-21,373.89,PAID,feed_A
TXN000230,CUST0039,2026-06-23,144.68,PAID,feed_A
TXN000231,CUST0048,2026-06-21,685.85,PENDING,feed_A
TXN000232,CUST0043,2026-06-20,573.2,REFUNDED,feed_A
TXN000233,CUST0080,2026-06-23,569.1,PENDING,feed_A
TXN000234,CUST0018,2026-06-20,384.53,REFUNDED,feed_A
TXN000235,CUST0072,2026-06-21,510.54,FAILED,feed_A
TXN000236,CUST0063,2026-06-22,500.5,REFUNDED,feed_A
TXN000237,CUST0051,2026-06-23,703.2,FAILED,feed_A
TXN000238,CUST0020,2026-06-21,325.27,REFUNDED,feed_A
TXN000239,CUST0076,2026-06-22,766.5,PENDING,feed_A
TXN000240,CUST0075,2026-06-22,623.99,PENDING,feed_A
TXN000241,CUST0059,2026-06-21,702.79,PAID,feed_A
TXN000242,CUST0063,2026-06-23,316.07,PAID,feed_A
TXN000243,CUST0034,2026-06-21,938.76,PENDING,feed_A
TXN000244,CUST0028,2026-06-23,448.71,FAILED,feed_A
TXN000245,CUST0042,2026-06-22,785.76,PAID,feed_A
TXN000246,CUST0011,2026-06-21,658.88,PENDING,feed_A
TXN000247,CUST0066,2026-06-21,309.35,PAID,feed_A
TXN000248,CUST0074,2026-06-20,110.97,PENDING,feed_A
TXN000249,CUST0022,2026-06-20,899.35,REFUNDED,feed_A
TXN000250,CUST0011,2026-06-20,603.04,FAILED,feed_A
TXN000251,CUST0003,2026-06-23,31.45,PAID,feed_A
TXN000252,CUST0017,2026-06-23,109.28,REFUNDED,feed_A
TXN000253,CUST0013,2026-06-20,604.04,REFUNDED,feed_A
TXN000254,CUST0021,2026-06-20,404.99,PENDING,feed_A
TXN000255,CUST0072,2026-06-23,281.96,PENDING,feed_A
TXN000256,CUST0002,2026-06-21,366.09,FAILED,feed_A
TXN000257,CUST0055,2026-06-20,657.36,PENDING,feed_A
TXN000258,CUST0020,2026-06-21,789.26,REFUNDED,feed_A
TXN000259,CUST0050,2026-06-23,694.5,REFUNDED,feed_A
TXN000260,CUST0001,2026-06-21,31.67,PENDING,feed_A
TXN000261,CUST0077,2026-06-20,896.74,PENDING,feed_A
TXN000262,CUST0074,2026-06-21,320.14,FAILED,feed_A
TXN000263,CUST0070,2026-06-21,659.9,REFUNDED,feed_A
TXN000264,CUST0035,2026-06-21,405.47,REFUNDED,feed_A
TXN000265,CUST0036,2026-06-20,512.27,FAILED,feed_A
TXN000266,CUST0039,2026-06-22,792.8,REFUNDED,feed_A
TXN000267,CUST0057,2026-06-22,149.87,PAID,feed_A
TXN000268,CUST0055,2026-06-23,140.57,REFUNDED,feed_A
TXN000269,CUST0027,2026-06-23,857.57,PAID,feed_A
TXN000270,CUST0024,2026-06-20,360.91,PAID,feed_A
TXN000271,CUST0007,2026-06-22,817.54,PENDING,feed_A
TXN000272,CUST0010,2026-06-23,363.5,PAID,feed_A
TXN000273,CUST0068,2026-06-23,741.33,REFUNDED,feed_A
TXN000274,CUST0052,2026-06-21,746.97,FAILED,feed_A
TXN000275,CUST0055,2026-06-22,679.97,FAILED,feed_A
TXN000276,CUST0053,2026-06-23,617.88,REFUNDED,feed_A
TXN000277,CUST0035,2026-06-22,260.14,FAILED,feed_A
TXN000278,CUST0080,2026-06-21,346.34,PENDING,feed_A
TXN000279,CUST0028,2026-06-20,118.23,PAID,feed_A
TXN000280,CUST0025,2026-06-20,720.86,REFUNDED,feed_A
TXN000281,CUST0080,2026-06-20,184.8,PENDING,feed_A
TXN000282,CUST0068,2026-06-22,120.69,REFUNDED,feed_A
TXN000283,CUST0021,2026-06-23,862.07,REFUNDED,feed_A
TXN000284,CUST0046,2026-06-20,381.16,FAILED,feed_A
TXN000285,CUST0004,2026-06-23,512.65,FAILED,feed_A
TXN000286,CUST0001,2026-06-23,180.1,PENDING,feed_A
TXN000287,CUST0036,2026-06-20,89.1,REFUNDED,feed_A
TXN000288,CUST0031,2026-06-21,101.13,PAID,feed_A
TXN000289,CUST0059,2026-06-21,380.17,PAID,feed_A
TXN000290,CUST0076,2026-06-22,320.07,REFUNDED,feed_A
TXN000291,CUST0049,2026-06-23,24.0,FAILED,feed_A
TXN000292,CUST0070,2026-06-20,623.27,PAID,feed_A
TXN000293,CUST0027,2026-06-22,132.43,REFUNDED,feed_A
TXN000294,CUST0022,2026-06-23,902.47,PAID,feed_A
TXN000295,CUST0073,2026-06-23,485.25,PENDING,feed_A
TXN000296,CUST0004,2026-06-22,603.12,REFUNDED,feed_A
TXN000297,CUST0014,2026-06-20,109.19,PENDING,feed_A
TXN000298,CUST0062,2026-06-23,59.71,REFUNDED,feed_A
TXN000299,CUST0029,2026-06-20,134.61,REFUNDED,feed_A
TXN000300,CUST0072,2026-06-21,452.74,PAID,feed_A
TXN000301,CUST0078,2026-06-21,484.73,PAID,feed_A
TXN000302,CUST0058,2026-06-20,588.62,REFUNDED,feed_A
TXN000303,CUST0054,2026-06-21,376.27,FAILED,feed_A
TXN000304,CUST0056,2026-06-20,416.28,PENDING,feed_A
TXN000305,CUST0002,2026-06-20,382.35,FAILED,feed_A
TXN000306,CUST0045,2026-06-22,311.69,REFUNDED,feed_A
TXN000307,CUST0020,2026-06-20,17.64,FAILED,feed_A
TXN000308,CUST0029,2026-06-20,311.76,PENDING,feed_A
TXN000309,CUST0078,2026-06-20,640.17,REFUNDED,feed_A
TXN000310,CUST0001,2026-06-23,619.11,REFUNDED,feed_A
TXN000311,CUST0055,2026-06-20,31.36,PENDING,feed_A
TXN000312,CUST0070,2026-06-23,835.79,FAILED,feed_A
TXN000313,CUST0073,2026-06-21,807.86,FAILED,feed_A
TXN000314,CUST0001,2026-06-21,501.93,PAID,feed_A
TXN000315,CUST0044,2026-06-23,752.38,PAID,feed_A
TXN000316,CUST0079,2026-06-20,942.82,PENDING,feed_A
TXN000317,CUST0032,2026-06-20,308.24,REFUNDED,feed_A
TXN000318,CUST0040,2026-06-20,889.97,PAID,feed_A
TXN000319,CUST0047,2026-06-22,849.55,FAILED,feed_A
TXN000320,CUST0007,2026-06-23,550.33,PENDING,feed_A
TXN000321,CUST0061,2026-06-20,98.07,PENDING,feed_A
TXN000322,CUST0005,2026-06-23,339.44,REFUNDED,feed_A
TXN000323,CUST0065,2026-06-22,379.38,FAILED,feed_A
TXN000324,CUST0056,2026-06-20,355.26,FAILED,feed_A
TXN000325,CUST0002,2026-06-22,778.65,PAID,feed_A
TXN000326,CUST0077,2026-06-21,652.8,PAID,feed_A
TXN000327,CUST0001,2026-06-21,497.62,PAID,feed_A
TXN000328,CUST0042,2026-06-20,424.78,REFUNDED,feed_A
TXN000329,CUST0047,2026-06-21,497.14,FAILED,feed_A
TXN000330,CUST0004,2026-06-23,635.71,PENDING,feed_A
TXN000331,CUST0072,2026-06-21,709.89,FAILED,feed_A
TXN000332,CUST0073,2026-06-23,613.25,PENDING,feed_A
TXN000333,CUST0033,2026-06-23,802.5,PENDING,feed_A
TXN000334,CUST0037,2026-06-23,299.2,PAID,feed_A
TXN000335,CUST0017,2026-06-21,153.43,FAILED,feed_A
TXN000336,CUST0059,2026-06-22,856.54,REFUNDED,feed_A
TXN000337,CUST0079,2026-06-20,695.59,REFUNDED,feed_A
TXN000338,CUST0054,2026-06-23,110.44,PENDING,feed_A
TXN000339,CUST0077,2026-06-22,715.05,PENDING,feed_A
TXN000340,CUST0008,2026-06-20,848.79,PAID,feed_A
TXN000341,CUST0013,2026-06-20,602.64,PAID,feed_A
TXN000342,CUST0040,2026-06-20,406.89,REFUNDED,feed_A
TXN000343,CUST0032,2026-06-23,502.64,PAID,feed_A
TXN000344,CUST0008,2026-06-20,676.57,PENDING,feed_A
TXN000345,CUST0039,2026-06-22,74.33,FAILED,feed_A
TXN000346,CUST0050,2026-06-23,357.7,REFUNDED,feed_A
TXN000347,CUST0037,2026-06-21,149.3,REFUNDED,feed_A
TXN000348,CUST0046,2026-06-21,422.53,REFUNDED,feed_A
TXN000349,CUST0078,2026-06-23,218.87,REFUNDED,feed_A
TXN000350,CUST0046,2026-06-23,464.48,PENDING,feed_A
TXN000351,CUST0051,2026-06-23,608.6,PAID,feed_A
TXN000352,CUST0031,2026-06-20,676.66,PENDING,feed_A
TXN000353,CUST0043,2026-06-23,221.98,PAID,feed_A
TXN000354,CUST0027,2026-06-22,764.78,PENDING,feed_A
TXN000355,CUST0046,2026-06-22,436.88,PENDING,feed_A
TXN000356,CUST0067,2026-06-21,540.18,PENDING,feed_A
TXN000357,CUST0055,2026-06-23,406.89,PENDING,feed_A
TXN000358,CUST0018,2026-06-21,95.5,REFUNDED,feed_A
TXN000359,CUST0051,2026-06-21,93.44,REFUNDED,feed_A
TXN000360,CUST0080,2026-06-21,293.33,PAID,feed_A
TXN000361,CUST0006,2026-06-21,774.36,FAILED,feed_A
TXN000362,CUST0026,2026-06-21,513.62,PAID,feed_A
TXN000363,CUST0064,2026-06-21,359.8,PENDING,feed_A
TXN000364,CUST0058,2026-06-20,905.62,PAID,feed_A
TXN000365,CUST0013,2026-06-23,877.17,FAILED,feed_A
TXN000366,CUST0075,2026-06-20,142.19,FAILED,feed_A
TXN000367,CUST0014,2026-06-20,598.89,PENDING,feed_A
TXN000368,CUST0001,2026-06-21,108.0,FAILED,feed_A
TXN000369,CUST0050,2026-06-20,511.06,PENDING,feed_A
TXN000370,CUST0041,2026-06-21,908.89,PENDING,feed_A
TXN000371,CUST0024,2026-06-23,227.66,FAILED,feed_A
TXN000372,CUST0047,2026-06-20,435.16,REFUNDED,feed_A
TXN000373,CUST0043,2026-06-21,505.91,FAILED,feed_A
TXN000374,CUST0022,2026-06-23,383.18,REFUNDED,feed_A
TXN000375,CUST0051,2026-06-22,709.9,FAILED,feed_A
TXN000376,CUST0016,2026-06-23,137.31,REFUNDED,feed_A
TXN000377,CUST0037,2026-06-23,303.85,REFUNDED,feed_A
TXN000378,CUST0032,2026-06-21,864.95,FAILED,feed_A
TXN000379,CUST0012,2026-06-21,303.84,PAID,feed_A
TXN000380,CUST0009,2026-06-20,314.91,FAILED,feed_A
TXN000381,CUST0013,2026-06-22,217.9,FAILED,feed_A
TXN000382,CUST0015,2026-06-22,436.88,REFUNDED,feed_A
TXN000383,CUST0027,2026-06-22,5.44,PAID,feed_A
TXN000384,CUST0055,2026-06-23,226.33,PAID,feed_A
TXN000385,CUST0061,2026-06-21,835.2,FAILED,feed_A
TXN000386,CUST0061,2026-06-22,139.3,FAILED,feed_A
TXN000387,CUST0064,2026-06-22,181.12,FAILED,feed_A
TXN000388,CUST0031,2026-06-22,450.57,REFUNDED,feed_A
TXN000389,CUST0068,2026-06-22,434.26,PENDING,feed_A
TXN000390,CUST0022,2026-06-23,131.45,FAILED,feed_A
TXN000391,CUST0073,2026-06-21,498.2,FAILED,feed_A
TXN000392,CUST0034,2026-06-22,305.66,PENDING,feed_A
TXN000393,CUST0023,2026-06-21,861.1,FAILED,feed_A
TXN000394,CUST0072,2026-06-20,213.34,REFUNDED,feed_A
TXN000395,CUST0064,2026-06-21,164.83,REFUNDED,feed_A
TXN000396,CUST0029,2026-06-22,771.55,PENDING,feed_A
TXN000397,CUST0048,2026-06-23,277.13,PAID,feed_A
TXN000398,CUST0018,2026-06-23,224.69,REFUNDED,feed_A
TXN000399,CUST0063,2026-06-20,868.44,FAILED,feed_A
TXN000400,CUST0072,2026-06-20,864.11,REFUNDED,feed_A
TXN000401,CUST0052,2026-06-23,110.62,REFUNDED,feed_A
TXN000402,CUST0046,2026-06-22,845.83,REFUNDED,feed_A
TXN000403,CUST0032,2026-06-23,89.77,PENDING,feed_A
TXN000404,CUST0072,2026-06-20,76.92,FAILED,feed_A
TXN000405,CUST0022,2026-06-23,520.12,REFUNDED,feed_A
TXN000406,CUST0066,2026-06-21,646.54,PENDING,feed_A
TXN000407,CUST0036,2026-06-23,790.37,PENDING,feed_A
TXN000408,CUST0032,2026-06-22,287.2,REFUNDED,feed_A
TXN000409,CUST0065,2026-06-22,323.84,PAID,feed_A
TXN000410,CUST0064,2026-06-22,645.82,FAILED,feed_A
TXN000411,CUST0051,2026-06-23,362.96,PAID,feed_A
TXN000412,CUST0073,2026-06-20,608.9,REFUNDED,feed_A
TXN000413,CUST0021,2026-06-21,828.28,FAILED,feed_A
TXN000414,CUST0050,2026-06-21,525.97,REFUNDED,feed_A
TXN000415,CUST0006,2026-06-23,446.68,PENDING,feed_A
TXN000416,CUST0047,2026-06-21,649.01,PENDING,feed_A
TXN000417,CUST0039,2026-06-20,508.94,FAILED,feed_A
TXN000418,CUST0068,2026-06-22,893.18,PAID,feed_A
